,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,clarity_n,color_n,z
288,289,0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,2,0,3.56763
289,290,0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,2,0,3.51862
290,291,0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,2,0,3.52044
291,292,0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,5,2,3.3085549999999997
292,293,0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,6,0,3.1713800000000005
293,294,0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3,3,3.549965
294,295,0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,4,4,3.5782199999999995
295,296,0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,4,4,3.5820399999999997
296,297,0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,6,3,3.44274
297,298,0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,1,2,3.6721999999999997
298,299,1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,1,1,4.12488
299,300,0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3,4,3.7215800000000003
300,301,0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,4,5,3.6223500000000004
301,302,0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,1,1,3.6076
302,303,0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,1,2,3.7408799999999993
303,304,0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,2,0,3.6428149999999997
304,305,0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,7,3,3.35412
305,306,0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,1,5,3.7879799999999997
306,307,0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,4,1,3.5018599999999998
307,308,0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,1,5,3.8006
308,309,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,2,3,3.759805
309,310,0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,2,3,3.7389000000000006
310,311,0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,2,4,3.7406249999999996
311,312,0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,4,3,3.59159
312,313,0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,4,5,3.6678300000000004
313,314,0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,7,3,3.3891199999999997
314,315,0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,4,3,3.4485499999999996
315,316,0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,0,2,3.8787300000000005
316,317,0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3,2,3.6125
317,318,0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3,2,3.5927100000000003
318,319,0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,2,4,3.59078
319,320,0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3,2,3.5303850000000003
320,321,0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3,2,3.4015299999999997
321,322,0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3,2,3.58875
322,323,0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3,2,3.55762
323,324,1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,0,3,4.00257
324,325,1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,1,6,3.984085
325,326,0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,1,3,3.71979
326,327,0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,7,2,3.2404649999999995
327,328,0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3,1,3.591
328,329,0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,4,2,3.5973600000000006
329,330,0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3,2,3.5475600000000003
330,331,0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,2,1,3.6607750000000006
331,332,0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3,3,3.51249
332,333,0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,2,1,3.55419
333,334,0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,4,3,3.6293249999999992
334,335,0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3,2,3.5588100000000003
335,336,0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3,2,3.3813999999999997
336,337,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,4,3,3.5412000000000003
337,338,0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3,3,3.6197649999999997
338,339,0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3,3,3.4682099999999996
339,340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3,3,3.64192
340,341,0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,4,3,3.58775
341,342,0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,1,0,3.8439599999999996
342,343,0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3,1,3.5983200000000006
343,344,0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3,1,3.6288
344,345,0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,1,1,3.7
345,346,0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,2,0,3.5573300000000003
346,347,0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,4,2,3.5508349999999997
347,348,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,4,2,3.5609499999999996
348,349,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3,4,3.717675
349,350,0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,2,0,3.4708999999999994
350,351,0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,2,0,3.5796099999999997
351,352,0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,2,0,3.557775
352,353,0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,2,5,3.9606049999999993
353,354,0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3,2,3.587855
354,355,0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3,2,3.580915
355,356,0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,1,1,3.5782199999999995
356,357,0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,6,1,3.160995
357,358,0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3,2,3.578125
358,359,0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3,3,3.5921600000000002
359,360,0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3,2,3.534635
360,361,0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3,3,3.7791999999999994
361,362,0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,2,3,3.696875
362,363,0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,6,4,3.56025
363,364,0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,2,2,3.5296800000000004
364,365,0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,4,2,3.5391799999999995
365,366,0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,4,2,3.522
366,367,0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,1,6,3.8378
367,368,0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3,4,3.69892
368,369,0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,4,2,3.5185
369,370,1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,0,3,4.067
370,371,0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3,3,3.65184
371,372,0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,5,1,3.30078
372,373,0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,2,0,3.6093200000000003
373,374,0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,2,2,3.6724200000000002
374,375,0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,1,0,3.6112
375,376,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,2,2,3.53274
376,377,1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,0,2,4.3249699999999995
377,378,0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,4,2,3.50097
378,379,0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,4,2,3.4771949999999996
379,380,0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,1,0,3.59711
380,381,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,4,2,3.51052
381,382,0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,2,3,3.689895
382,383,0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,2,2,3.6391600000000004
383,384,0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,2,0,3.787775
384,385,1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,3,6,4.010985000000001
385,386,0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,1,5,4.177935
386,387,0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,4,3,3.5311500000000002
387,388,0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3,2,3.4509999999999996
388,389,0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,2,1,3.49885
389,390,0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3,2,3.49222
390,391,0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2,5,2.7305850000000005
391,392,0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2,5,2.74122
392,393,0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2,5,2.7206399999999995
393,394,0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2,5,2.6687499999999997
394,395,0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2,5,2.760625
395,396,0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2,5,2.698115
396,397,0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2,4,2.6187
397,398,0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2,4,2.6413949999999997
398,399,0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2,4,2.67954
399,400,0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2,4,2.7092399999999994
400,401,0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2,4,2.6987400000000004
401,402,0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2,4,2.6701049999999995
402,403,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2,4,2.6881600000000003
403,404,0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2,5,2.7796499999999997
404,405,0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,1,4,2.95948
405,406,0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,4,1,2.664795
406,407,0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,4,1,2.6363999999999996
407,408,0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2,2,2.67903
408,409,0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,3,4,2.758275
409,410,0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,3,4,2.7512199999999996
410,411,0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,4,5,2.781
411,412,0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,4,5,2.7993
412,413,0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,4,3,2.6789
413,414,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,4,2,2.63956
414,415,0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2,3,2.76942
415,416,0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,0,1,2.90248
416,417,0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,3,2,2.69853
417,418,0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,3,5,2.8195449999999997
418,419,0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,3,3,2.6598
419,420,0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,4,1,2.524575
420,421,0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3,2,3.53864
421,422,0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3,2,3.462165
422,423,0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,2,0,3.55992
423,424,0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,2,6,3.6822500000000002
424,425,0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3,1,3.4603299999999995
425,426,0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,6,2,3.1806000000000005
426,427,0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,1,3,3.76441
427,428,0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,2,1,3.78815
428,429,0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3,5,3.90301
429,430,0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,2,1,3.6293699999999998
430,431,0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,2,1,3.6187050000000003
431,432,0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,2,1,3.571295
432,433,0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,6,0,3.22875
433,434,0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,1,2,3.49245
434,435,0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,4,3,3.5786
435,436,0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,2,4,3.4911199999999996
436,437,0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,2,4,3.5182200000000003
437,438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,2,4,3.5423999999999998
438,439,0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,2,4,3.5274299999999994
439,440,0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3,6,3.9390000000000005
440,441,0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,1,2,3.6820000000000004
441,442,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,1,4,3.75949
442,443,0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3,1,3.471765
443,444,0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,1,1,3.5523900000000004
444,445,1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,0,3,3.934575
445,446,0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,5,5,3.6410199999999997
446,447,0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,5,3,3.3235299999999994
447,448,0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,4,0,3.5821
448,449,0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,2,2,3.6408
449,450,0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,1,4,3.852915
450,451,0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,2,4,3.7624999999999997
451,452,0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,2,1,3.5278150000000004
452,453,0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,5,5,3.53073
453,454,0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3,1,3.5425500000000003
454,455,0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3,1,3.53241
455,456,0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,5,2,3.3825
456,457,0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,2,1,3.4602400000000006
457,458,0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,2,1,3.5380499999999997
458,459,0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,2,1,3.5216849999999993
459,460,0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,2,1,3.5305
460,461,0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3,6,3.88104
461,462,0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,2,1,3.4979600000000004
462,463,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3,1,3.52248
463,464,0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3,1,3.4127150000000004
464,465,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3,1,3.5405999999999995
465,466,1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,0,4,3.92933
466,467,0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,1,2,3.72997
467,468,0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,2,4,3.68135
468,469,0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,4,1,3.544415
469,470,0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,4,1,3.49852
470,471,0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3,2,3.50097
471,472,0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,4,1,3.54882
472,473,1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,1,4,4.06819
473,474,0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,4,3,3.6110800000000003
474,475,0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,4,4,3.58225
475,476,0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,4,2,3.4476750000000003
476,477,0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,1,2,3.83228
477,478,0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,4,3,3.5695750000000004
478,479,0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,2,1,3.5898
479,480,0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3,1,3.542
480,481,0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,6,1,3.221895
481,482,0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,2,1,3.552335
482,483,0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,2,1,3.63156
483,484,0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,2,1,3.5074599999999996
484,485,0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,2,1,3.5609499999999996
485,486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,2,0,3.59711
486,487,0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,2,1,3.62136
487,488,0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,4,1,3.4808
488,489,0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3,1,3.5094600000000002
489,490,0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3,1,3.5200199999999997
490,491,0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3,1,3.5786399999999996
491,492,0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3,1,3.4404299999999997
492,493,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,5,2,3.3387
493,494,0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,6,5,3.5689599999999992
494,495,0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,2,2,3.5800650000000003
495,496,0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,2,0,3.56763
496,497,0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,2,0,3.51862
497,498,0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,2,0,3.48257
498,499,0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,2,0,3.4811449999999997
499,500,0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3,6,3.8624
500,501,0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,2,0,3.5186900000000003
501,502,0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3,1,3.508575
502,503,0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3,1,3.5588100000000003
503,504,0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,2,0,3.459615
504,505,0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,2,1,3.49059
505,506,0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,2,0,3.5031250000000003
506,507,0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,2,0,3.5102399999999996
507,508,0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3,1,3.4598999999999993
508,509,0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3,2,3.49056
509,510,0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,2,0,3.5182200000000003
510,511,0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,1,0,3.6926400000000004
511,512,0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,2,5,3.88861
512,513,0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3,1,3.541755
513,514,0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,5,1,3.40215
514,515,0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,1,4,3.9578699999999998
515,516,0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,2,1,3.47875
516,517,0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3,0,3.4975799999999997
517,518,0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,5,5,3.63285
518,519,0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,4,1,3.6219400000000004
519,520,0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,1,2,3.7408799999999993
520,521,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,1,1,3.67232
521,522,0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,4,3,3.5422900000000004
522,523,0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,2,4,3.6389999999999993
523,524,0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,4,3,3.5805000000000002
524,525,0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,2,4,3.7406249999999996
525,526,1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,0,6,4.13273
526,527,0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,1,4,3.809795
527,528,0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,4,1,3.57759
528,529,0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,4,1,3.3805200000000006
529,530,0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,1,5,3.7879799999999997
530,531,0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,4,1,3.5018599999999998
531,532,0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3,0,3.53847
532,533,0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,4,1,3.4214399999999996
533,534,0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,1,5,3.8862
534,535,0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,2,2,3.62064
535,536,0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,0,2,3.8787300000000005
536,537,0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,2,0,3.541755
537,538,0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3,0,3.6416
538,539,0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,5,4,3.71218
539,540,0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,6,4,3.52044
540,541,0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,6,4,3.53864
541,542,0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,1,0,3.48753
542,543,1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,1,4,3.9115999999999995
543,544,0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,4,2,3.5609499999999996
544,545,0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,1,1,3.75193
545,546,0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,6,1,3.3294
546,547,0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,4,2,3.5508349999999997
547,548,0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,1,1,3.6211499999999996
548,549,0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,1,1,3.6300599999999994
549,550,0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3,1,3.5582250000000006
550,551,0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,2,4,3.6187050000000003
551,552,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,0,2,3.89694
552,553,0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,6,2,3.20334
553,554,0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,6,2,3.1981500000000005
554,555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3,5,3.704265
555,556,0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,2,3,3.73902
556,557,0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,1,1,3.60848
557,558,0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,2,1,3.5697900000000002
558,559,0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,2,1,3.58883
559,560,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,2,1,3.567645
560,561,0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,2,3,3.65856
561,562,0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3,2,3.5812500000000003
562,563,0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,1,5,3.87162
563,564,0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,5,3,3.5397000000000003
564,565,0.81,Premium,G,SI1,63.0,60.0,2832,5.87,5.81,2,3,3.6792
565,566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,2,4,3.7124999999999995
566,567,0.71,Premium,F,VS1,62.2,58.0,2832,5.72,5.66,4,2,3.5391799999999995
567,568,0.9,Good,J,SI1,64.3,63.0,2832,6.05,6.01,2,6,3.87729
568,569,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3,5,3.6611000000000002
569,570,0.56,Very Good,E,IF,61.0,59.0,2833,5.28,5.34,7,1,3.2391
570,571,0.7,Very Good,D,VS2,59.6,61.0,2833,5.77,5.8,3,0,3.44786
571,572,0.7,Ideal,D,VS2,61.0,57.0,2833,5.74,5.76,3,0,3.5075
572,573,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,5,2,3.371905
573,574,0.85,Ideal,H,SI2,62.5,57.0,2833,6.02,6.07,1,4,3.778125
574,575,0.7,Ideal,F,SI1,60.7,57.0,2833,5.73,5.75,2,2,3.48418
575,576,0.8,Ideal,G,VS2,62.2,56.0,2834,5.94,5.87,3,3,3.6729100000000003
576,577,0.8,Ideal,H,VS2,62.8,57.0,2834,5.91,5.87,3,4,3.69892
